iter	Passed	Remaining
515	7073	6635
516	7086	6620
517	7100	6606
518	7112	6591
519	7123	6575
520	7135	6560
521	7148	6545
522	7159	6529
523	7171	6514
524	7183	6499
525	7196	6484
526	7207	6469
527	7219	6453
528	7230	6438
529	7242	6422
530	7253	6406
531	7265	6391
532	7276	6375
533	7287	6359
534	7299	6344
535	7312	6329
536	7324	6315
537	7338	6301
538	7351	6287
539	7363	6272
540	7373	6256
541	7387	6242
542	7400	6228
543	7411	6212
544	7422	6197
545	7434	6181
546	7445	6166
547	7456	6150
548	7469	6136
549	7481	6120
550	7493	6106
551	7504	6090
552	7517	6076
553	7529	6061
554	7541	6046
555	7553	6031
556	7566	6017
557	7580	6004
558	7593	5990
559	7607	5977
560	7620	5962
561	7636	5951
562	7652	5939
563	7680	5937
564	7700	5928
565	7721	5920
566	7739	5910
567	7752	5896
568	7764	5881
569	7776	5866
570	7788	5851
571	7801	5837
572	7819	5826
573	7835	5814
574	7856	5806
575	7872	5794
576	7888	5782
577	7902	5769
578	7915	5755
579	7927	5740
580	7940	5726
581	7952	5711
582	7963	5695
583	7974	5680
584	7985	5665
585	7997	5650
586	8010	5635
587	8021	5620
588	8033	5605
589	8044	5590
590	8055	5574
591	8066	5559
592	8079	5544
593	8092	5530
594	8102	5515
595	8117	5502
596	8129	5487
597	8142	5473
598	8155	5459
599	8167	5444
600	8179	5430
601	8190	5415
602	8202	5400
603	8215	5386
604	8227	5371
605	8239	5356
606	8251	5342
607	8264	5328
608	8276	5313
609	8289	5299
610	8301	5285
611	8314	5271
612	8326	5256
613	8338	5242
614	8351	5228
615	8363	5213
616	8375	5199
617	8388	5185
618	8399	5170
619	8410	5155
620	8424	5141
621	8437	5127
622	8449	5113
623	8462	5099
624	8475	5085
625	8487	5070
626	8500	5056
627	8512	5042
628	8524	5028
629	8535	5012
630	8546	4997
631	8557	4982
632	8570	4968
633	8584	4955
634	8597	4942
635	8610	4927
636	8623	4914
637	8635	4899
638	8647	4885
639	8658	4870
640	8671	4856
641	8683	4842
642	8695	4828
643	8707	4813
644	8718	4798
645	8730	4784
646	8742	4770
647	8753	4755
648	8766	4741
649	8779	4727
650	8791	4713
651	8803	4698
652	8816	4685
653	8828	4670
654	8841	4656
655	8852	4641
656	8865	4628
657	8879	4614
658	8890	4600
659	8902	4586
660	8916	4572
661	8927	4558
662	8939	4543
663	8951	4529
664	8964	4515
665	8976	4501
666	8987	4487
667	8999	4472
668	9010	4458
669	9022	4443
670	9032	4428
671	9044	4414
672	9057	4400
673	9070	4387
674	9083	4373
675	9097	4360
676	9109	4346
677	9123	4332
678	9134	4318
679	9146	4304
680	9158	4290
681	9170	4275
682	9181	4261
683	9193	4247
684	9205	4233
685	9216	4218
686	9229	4204
687	9241	4191
688	9254	4177
689	9265	4162
690	9276	4148
691	9289	4134
692	9301	4120
693	9312	4106
694	9326	4092
695	9337	4078
696	9348	4064
697	9359	4049
698	9370	4034
699	9381	4020
700	9394	4007
701	9406	3992
702	9418	3979
703	9429	3964
704	9442	3951
705	9453	3936
706	9466	3923
707	9478	3909
708	9489	3894
709	9501	3880
710	9513	3867
711	9526	3853
712	9537	3838
713	9548	3824
714	9559	3810
715	9570	3796
716	9583	3782
717	9595	3768
718	9607	3754
719	9618	3740
720	9630	3726
721	9642	3712
722	9653	3698
723	9666	3684
724	9678	3671
725	9689	3657
726	9701	3643
727	9713	3629
728	9725	3615
729	9735	3600
730	9747	3586
731	9758	3572
732	9770	3558
733	9781	3544
734	9792	3530
735	9804	3516
736	9815	3502
737	9828	3489
738	9841	3475
739	9854	3462
740	9870	3450
741	9884	3437
742	9896	3423
743	9910	3410
744	9924	3397
745	9937	3383
746	9950	3370
747	9962	3356
748	9975	3342
749	9986	3328
750	9997	3314
751	10010	3301
752	10024	3288
753	10035	3274
754	10047	3260
755	10059	3246
756	10071	3232
757	10082	3219
758	10097	3206
759	10114	3194
760	10129	3181
761	10148	3169
762	10166	3157
763	10180	3144
764	10193	3131
765	10206	3117
766	10220	3104
767	10233	3091
768	10246	3077
769	10259	3064
770	10271	3050
771	10283	3037
772	10295	3023
773	10308	3009
774	10320	2996
775	10333	2982
776	10346	2969
777	10358	2955
778	10371	2942
779	10384	2928
780	10396	2915
781	10408	2901
782	10421	2888
783	10434	2874
784	10445	2860
785	10458	2847
786	10473	2834
787	10486	2821
788	10499	2807
789	10512	2794
790	10525	2781
791	10539	2767
792	10552	2754
793	10564	2740
794	10579	2728
795	10591	2714
796	10603	2700
797	10616	2687
798	10631	2674
799	10646	2661
800	10659	2648
801	10672	2634
802	10687	2621
803	10701	2608
804	10715	2595
805	10727	2582
806	10740	2568
807	10754	2555
808	10768	2542
809	10781	2529
810	10795	2515
811	10807	2502
812	10820	2488
813	10833	2475
814	10848	2462
815	10859	2448
816	10872	2435
817	10885	2421
818	10899	2408
819	10911	2395
820	10923	2381
821	10935	2368
822	10950	2354
823	10962	2341
824	10974	2327
825	10987	2314
826	11000	2301
827	11012	2287
828	11026	2274
829	11038	2260
830	11051	2247
831	11065	2234
832	11078	2220
833	11091	2207
834	11103	2194
835	11117	2180
836	11131	2167
837	11145	2154
838	11157	2141
839	11170	2127
840	11184	2114
841	11197	2101
842	11209	2087
843	11221	2074
844	11233	2060
845	11245	2047
846	11257	2033
847	11270	2020
848	11281	2006
849	11294	1993
850	11306	1979
851	11319	1966
852	11331	1952
853	11345	1939
854	11357	1926
855	11371	1913
856	11385	1899
857	11397	1886
858	11409	1872
859	11422	1859
860	11434	1846
861	11447	1832
862	11461	1819
863	11473	1806
864	11488	1792
865	11500	1779
866	11512	1766
867	11524	1752
868	11538	1739
869	11552	1726
870	11564	1712
871	11576	1699
872	11589	1685
873	11601	1672
874	11613	1659
875	11626	1645
876	11638	1632
877	11650	1618
878	11663	1605
879	11674	1592
880	11686	1578
881	11698	1565
882	11710	1551
883	11721	1538
884	11734	1524
885	11746	1511
886	11760	1498
887	11774	1485
888	11787	1471
889	11800	1458
890	11814	1445
891	11828	1432
892	11842	1419
893	11858	1405
894	11871	1392
895	11888	1379
896	11903	1366
897	11920	1353
898	11936	1341
899	11953	1328
900	11967	1314
901	11981	1301
902	11995	1288
903	12009	1275
904	12022	1261
905	12033	1248
906	12045	1235
907	12057	1221
908	12068	1208
909	12080	1194
910	12092	1181
911	12103	1167
912	12116	1154
913	12126	1141
914	12139	1127
915	12151	1114
916	12164	1101
917	12176	1087
918	12187	1074
919	12198	1060
920	12210	1047
921	12222	1033
922	12235	1020
923	12248	1007
924	12260	994
925	12271	980
926	12283	967
927	12295	953
928	12308	940
929	12321	927
930	12333	914
931	12344	900
932	12356	887
933	12369	874
934	12381	860
935	12394	847
936	12406	834
937	12419	820
938	12430	807
939	12441	794
940	12454	780
941	12466	767
942	12478	754
943	12490	740
944	12502	727
945	12513	714
946	12526	701
947	12538	687
948	12551	674
949	12562	661
950	12575	647
951	12587	634
952	12599	621
953	12610	608
954	12621	594
955	12632	581
956	12642	568
957	12655	554
958	12667	541
959	12678	528
960	12689	514
961	12701	501
962	12714	488
963	12726	475
964	12739	462
965	12750	448
966	12762	435
967	12774	422
968	12786	409
969	12798	395
970	12808	382
971	12820	369
972	12831	356
973	12843	342
974	12854	329
975	12866	316
976	12877	303
977	12889	289
978	12901	276
979	12913	263
980	12925	250
981	12938	237
982	12949	223
983	12962	210
984	12974	197
985	12987	184
986	13000	171
987	13013	158
988	13024	144
989	13036	131
990	13048	118
991	13061	105
992	13074	92
993	13085	78
994	13097	65
995	13110	52
996	13121	39
997	13134	26
998	13146	13
999	13157	0
