iter	RMSE
504	546.6600221
505	546.6297948
506	546.5680144
507	546.5602922
508	546.5172395
509	546.4474335
510	546.3940121
511	546.2953006
512	546.2723737
513	546.2352958
514	546.1823332
515	546.1289901
516	546.0612189
517	545.9804902
518	545.931505
519	545.8497161
520	545.7708198
521	545.6781816
522	545.5757442
523	545.5419178
524	545.514569
525	545.4578112
526	545.4465973
527	545.4292707
528	545.3644558
529	545.3312278
530	545.3037133
531	545.2302456
532	545.1868696
533	545.1656015
534	545.1577467
535	545.0988599
536	545.0074962
537	544.9505659
538	544.9409146
539	544.846783
540	544.7972565
541	544.7129384
542	544.6797986
543	544.6596055
544	544.6018995
545	544.571229
546	544.5404352
547	544.5100565
548	544.4922105
549	544.4487025
550	544.4117444
551	544.3413167
552	544.3087034
553	544.2516866
554	544.2235034
555	544.1725118
556	544.1393514
557	544.078432
558	544.0713174
559	544.0303024
560	543.9620532
561	543.9371633
562	543.9107868
563	543.8837169
564	543.8410966
565	543.8022858
566	543.7688877
567	543.7190208
568	543.6860782
569	543.6406802
570	543.5968282
571	543.5406535
572	543.5025741
573	543.4530541
574	543.4206941
575	543.4042567
576	543.3521171
577	543.2917817
578	543.2244143
579	543.200507
580	543.1235177
581	543.052348
582	543.0120152
583	543.005809
584	542.960532
585	542.9226069
586	542.874359
587	542.8431094
588	542.8047045
589	542.7965847
590	542.7392517
591	542.7051826
592	542.6995055
593	542.6305816
594	542.5535986
595	542.5016082
596	542.4745128
597	542.4189909
598	542.3838347
599	542.3405333
600	542.3037609
601	542.2773654
602	542.226377
603	542.1730532
604	542.139677
605	542.0957275
606	542.0443065
607	541.9526844
608	541.9284575
609	541.9087795
610	541.8233466
611	541.7886684
612	541.7143895
613	541.6595596
614	541.6295585
615	541.5867682
616	541.5346534
617	541.4947461
618	541.445379
619	541.4402907
620	541.3477674
621	541.3098028
622	541.2597387
623	541.2304278
624	541.205831
625	541.1796094
626	541.0825915
627	541.0389891
628	540.9541879
629	540.9288526
630	540.8954795
631	540.8794069
632	540.7794488
633	540.7418993
634	540.6930646
635	540.6685814
636	540.6224646
637	540.5778779
638	540.5346696
639	540.4735063
640	540.3846345
641	540.3538425
642	540.3038376
643	540.2697453
644	540.2126383
645	540.1664084
646	540.1344693
647	540.0836951
648	539.9890689
649	539.9740686
650	539.9353661
651	539.9172562
652	539.8800198
653	539.8645368
654	539.830377
655	539.7628714
656	539.679862
657	539.5969235
658	539.551261
659	539.5178479
660	539.4922499
661	539.4530688
662	539.4116311
663	539.3111428
664	539.2778408
665	539.2422268
666	539.2154315
667	539.1928902
668	539.121908
669	539.0930079
670	539.0617815
671	539.0390084
672	539.0161527
673	538.9847802
674	538.92191
675	538.8647985
676	538.8144579
677	538.7724106
678	538.7304752
679	538.6914789
680	538.5885267
681	538.5827867
682	538.5411476
683	538.4849158
684	538.4589978
685	538.4006746
686	538.3730961
687	538.33084
688	538.2974504
689	538.2753657
690	538.2477676
691	538.1741688
692	538.1069848
693	538.0795393
694	538.0409244
695	537.9574923
696	537.9343235
697	537.8657752
698	537.8393973
699	537.7733963
700	537.7306894
701	537.7179672
702	537.6690726
703	537.6457465
704	537.6037973
705	537.5812011
706	537.5390852
707	537.4987218
708	537.4378502
709	537.3239622
710	537.2555369
711	537.1831849
712	537.1592061
713	537.1158401
714	537.0359854
715	536.9685121
716	536.9461019
717	536.9271098
718	536.8960968
719	536.8269561
720	536.7507993
721	536.7278049
722	536.6896951
723	536.6470589
724	536.6254227
725	536.5972027
726	536.5303083
727	536.4990375
728	536.4915782
729	536.4470206
730	536.4159977
731	536.3954226
732	536.3243067
733	536.2485945
734	536.1932379
735	536.1558437
736	536.1111766
737	536.0517251
738	535.9894669
739	535.9147364
740	535.9016723
741	535.8694085
742	535.8545625
743	535.8300547
744	535.7859326
745	535.7471896
746	535.7060773
747	535.6576687
748	535.6167796
749	535.5845413
750	535.5406846
751	535.4658544
752	535.4199673
753	535.3644771
754	535.331837
755	535.2524031
756	535.2357196
757	535.2090482
758	535.1986514
759	535.175576
760	535.1750822
761	535.1336306
762	535.1130595
763	535.0811757
764	535.0504822
765	535.0036003
766	534.9513376
767	534.8929092
768	534.8472909
769	534.7880903
770	534.7638226
771	534.7290602
772	534.6677962
773	534.6420127
774	534.5785344
775	534.5403699
776	534.5398956
777	534.5233447
778	534.4788127
779	534.4169828
780	534.4028696
781	534.3696369
782	534.3373262
783	534.269394
784	534.2576842
785	534.2027576
786	534.149877
787	534.1219213
788	534.0974997
789	534.0782394
790	534.0487916
791	533.9897173
792	533.9701581
793	533.8832726
794	533.8530172
795	533.7779744
796	533.7516812
797	533.7512381
798	533.7376218
799	533.6943805
800	533.6803467
801	533.6352696
802	533.6067568
803	533.5620983
804	533.5408834
805	533.5125605
806	533.4752686
807	533.4368455
808	533.3700203
809	533.3046883
810	533.2715996
811	533.2618476
812	533.207195
813	533.1695094
814	533.0986451
815	533.067757
816	533.0233709
817	532.9890923
818	532.9301637
819	532.8966066
820	532.8240969
821	532.7545256
822	532.728663
823	532.695279
824	532.6887618
825	532.6587943
826	532.622891
827	532.6097413
828	532.609337
829	532.5956729
830	532.557799
831	532.5459282
832	532.4990264
833	532.4813118
834	532.480941
835	532.4333839
836	532.4251217
837	532.3806964
838	532.3274999
839	532.3032768
840	532.2474327
841	532.1810067
842	532.1557451
843	532.1367088
844	532.1255362
845	532.1082234
846	532.0922486
847	532.067798
848	532.0582459
849	532.0411464
850	531.9921026
851	531.9550962
852	531.9202119
853	531.875228
854	531.8748833
855	531.8400914
856	531.8162054
857	531.7755634
858	531.7134994
859	531.6892898
860	531.6556071
861	531.6258701
862	531.587088
863	531.5458746
864	531.5398921
865	531.4953325
866	531.4309522
867	531.395719
868	531.395387
869	531.3825181
870	531.3481632
871	531.3270194
872	531.2726481
873	531.248498
874	531.2239096
875	531.206506
876	531.1676487
877	531.1263276
878	531.0982606
879	531.0757232
880	531.0534489
881	531.0437928
882	531.0268419
883	530.9931908
884	530.9588303
885	530.9191057
886	530.8963096
887	530.8488877
888	530.7993615
889	530.766064
890	530.7657389
891	530.7159009
892	530.6356518
893	530.6049588
894	530.6046461
895	530.5523778
896	530.5131355
897	530.494713
898	530.494413
899	530.4488272
900	530.3851414
901	530.3162673
902	530.3159756
903	530.2592086
904	530.2005111
905	530.1652457
906	530.1563303
907	530.1075744
908	530.0724153
909	530.0330147
910	529.9791204
911	529.9787565
912	529.9520082
913	529.9367569
914	529.8997104
915	529.8629214
916	529.8274784
917	529.7718955
918	529.7339438
919	529.707125
920	529.6748207
921	529.6414258
922	529.6333851
923	529.6090255
924	529.5580278
925	529.5248268
926	529.4641042
927	529.4168416
928	529.4012187
929	529.3473076
930	529.3142013
931	529.2607272
932	529.2361146
933	529.212808
934	529.2125723
935	529.2122367
936	529.1858455
937	529.1611908
938	529.1291407
939	529.0511331
940	529.0014591
941	528.9807757
942	528.9581968
943	528.9148656
944	528.8553189
945	528.7998471
946	528.7734785
947	528.7483437
948	528.7163338
949	528.6709725
950	528.6507059
951	528.5957725
952	528.5501176
953	528.5410042
954	528.5268385
955	528.4976103
956	528.4418979
957	528.4159285
958	528.4067337
959	528.3603363
960	528.2989866
961	528.291367
962	528.1883617
963	528.158705
964	528.147995
965	528.1122755
966	528.0724222
967	528.0485027
968	528.0481939
969	528.0180023
970	527.974116
971	527.9497388
972	527.9377237
973	527.8982523
974	527.8456256
975	527.8103669
976	527.7836237
977	527.7615522
978	527.702983
979	527.6387016
980	527.6044461
981	527.5767698
982	527.5429853
983	527.4889674
984	527.4487532
985	527.4255899
986	527.3862863
987	527.3529455
988	527.3426674
989	527.3206265
990	527.2606616
991	527.1979284
992	527.1395137
993	527.072775
994	527.058947
995	527.0491032
996	527.0014615
997	526.9448701
998	526.9265017
999	526.9051675
