iter	Passed	Remaining
407	5057	7338
408	5070	7326
409	5082	7313
410	5094	7301
411	5116	7302
412	5127	7288
413	5141	7277
414	5154	7266
415	5167	7253
416	5179	7241
417	5191	7228
418	5205	7218
419	5220	7208
420	5233	7197
421	5245	7183
422	5256	7170
423	5270	7159
424	5282	7146
425	5298	7139
426	5310	7125
427	5323	7114
428	5335	7101
429	5346	7087
430	5358	7074
431	5371	7062
432	5385	7052
433	5398	7040
434	5411	7028
435	5423	7015
436	5434	7001
437	5446	6988
438	5457	6974
439	5468	6959
440	5478	6944
441	5489	6929
442	5499	6914
443	5510	6900
444	5520	6885
445	5531	6870
446	5544	6859
447	5555	6845
448	5566	6831
449	5577	6816
450	5588	6802
451	5598	6787
452	5615	6780
453	5628	6768
454	5639	6754
455	5650	6740
456	5660	6725
457	5671	6712
458	5682	6697
459	5693	6684
460	5704	6670
461	5714	6654
462	5725	6640
463	5736	6626
464	5745	6610
465	5756	6596
466	5766	6581
467	5776	6566
468	5794	6560
469	5805	6546
470	5816	6532
471	5827	6518
472	5838	6505
473	5848	6490
474	5859	6476
475	5871	6463
476	5881	6449
477	5891	6433
478	5901	6419
479	5909	6402
480	5919	6387
481	5930	6373
482	5940	6358
483	5951	6344
484	5961	6330
485	5971	6315
486	5982	6301
487	5992	6287
488	6002	6272
489	6013	6258
490	6023	6243
491	6039	6235
492	6050	6221
493	6060	6207
494	6070	6193
495	6080	6178
496	6091	6164
497	6100	6149
498	6110	6134
499	6120	6120
500	6130	6105
501	6140	6091
502	6150	6076
503	6161	6063
504	6172	6049
505	6183	6036
506	6193	6022
507	6204	6008
508	6214	5994
509	6225	5981
510	6237	5968
511	6247	5954
512	6258	5941
513	6268	5927
514	6286	5920
515	6296	5906
516	6308	5893
517	6319	5880
518	6329	5865
519	6338	5851
520	6348	5837
521	6358	5822
522	6369	5809
523	6380	5795
524	6390	5782
525	6401	5768
526	6410	5754
527	6421	5740
528	6433	5728
529	6443	5714
530	6454	5700
531	6464	5686
532	6474	5672
533	6484	5659
534	6495	5645
535	6506	5632
536	6519	5621
537	6530	5608
538	6540	5593
539	6550	5580
540	6560	5566
541	6570	5551
542	6580	5538
543	6590	5524
544	6601	5510
545	6612	5498
546	6622	5484
547	6634	5472
548	6646	5459
549	6656	5446
550	6666	5432
551	6677	5419
552	6689	5407
553	6701	5395
554	6713	5382
555	6724	5369
556	6736	5357
557	6748	5345
558	6760	5333
559	6772	5320
560	6792	5314
561	6804	5303
562	6826	5299
563	6839	5287
564	6852	5275
565	6864	5263
566	6876	5251
567	6889	5239
568	6901	5227
569	6915	5216
570	6928	5205
571	6939	5192
572	6951	5180
573	6963	5167
574	6974	5155
575	6986	5143
576	6999	5131
577	7011	5118
578	7023	5107
579	7042	5099
580	7055	5088
581	7067	5075
582	7081	5064
583	7093	5052
584	7105	5040
585	7117	5028
586	7129	5016
587	7140	5003
588	7152	4991
589	7165	4979
590	7177	4967
591	7188	4954
592	7202	4943
593	7214	4931
594	7226	4919
595	7238	4906
596	7251	4895
597	7263	4882
598	7276	4871
599	7288	4859
600	7305	4849
601	7316	4837
602	7327	4824
603	7338	4811
604	7349	4798
605	7360	4785
606	7372	4773
607	7385	4761
608	7396	4748
609	7407	4735
610	7420	4724
611	7431	4711
612	7443	4699
613	7455	4686
614	7466	4674
615	7478	4661
616	7489	4649
617	7500	4636
618	7510	4622
619	7535	4618
620	7548	4606
621	7562	4595
622	7573	4583
623	7586	4571
624	7597	4558
625	7610	4546
626	7623	4534
627	7635	4522
628	7648	4511
629	7662	4500
630	7674	4488
631	7687	4476
632	7700	4464
633	7712	4452
634	7723	4439
635	7735	4427
636	7747	4415
637	7759	4402
638	7770	4389
639	7781	4377
640	7796	4366
641	7806	4353
642	7818	4340
643	7829	4328
644	7842	4316
645	7853	4303
646	7865	4291
647	7876	4278
648	7888	4266
649	7900	4254
650	7912	4241
651	7922	4228
652	7933	4215
653	7944	4203
654	7955	4190
655	7966	4177
656	7979	4165
657	7990	4153
658	8001	4140
659	8012	4127
660	8024	4115
661	8037	4103
662	8054	4093
663	8070	4083
664	8082	4071
665	8094	4059
666	8108	4048
667	8120	4036
668	8132	4023
669	8144	4011
670	8158	4000
671	8169	3987
672	8180	3974
673	8191	3962
674	8204	3950
675	8216	3938
676	8227	3925
677	8239	3913
678	8252	3901
679	8264	3889
680	8276	3876
681	8288	3864
682	8300	3852
683	8319	3843
684	8331	3831
685	8344	3819
686	8355	3806
687	8367	3794
688	8379	3782
689	8391	3770
690	8403	3757
691	8415	3745
692	8428	3733
693	8439	3721
694	8451	3708
695	8464	3697
696	8477	3685
697	8488	3672
698	8501	3660
699	8514	3648
700	8526	3637
701	8539	3624
702	8552	3613
703	8565	3601
704	8577	3589
705	8589	3577
706	8602	3564
707	8612	3552
708	8624	3539
709	8636	3527
710	8649	3515
711	8661	3503
712	8674	3491
713	8686	3479
714	8698	3467
715	8710	3454
716	8724	3443
717	8737	3431
718	8750	3419
719	8762	3407
720	8775	3395
721	8786	3383
722	8805	3373
723	8817	3361
724	8828	3348
725	8839	3336
726	8851	3324
727	8864	3311
728	8874	3299
729	8887	3287
730	8899	3274
731	8911	3262
732	8923	3250
733	8936	3238
734	8947	3226
735	8958	3213
736	8971	3201
737	8982	3188
738	8994	3176
739	9007	3164
740	9019	3152
741	9031	3140
742	9047	3129
743	9059	3117
744	9073	3105
745	9087	3094
746	9099	3081
747	9112	3069
748	9125	3058
749	9137	3045
750	9149	3033
751	9173	3025
752	9193	3015
753	9212	3005
754	9231	2995
755	9245	2984
756	9257	2971
757	9269	2959
758	9290	2949
759	9308	2939
760	9323	2928
761	9336	2916
762	9348	2903
763	9359	2891
764	9371	2878
765	9384	2866
766	9399	2855
767	9411	2843
768	9421	2830
769	9435	2818
770	9446	2805
771	9457	2793
772	9469	2780
773	9481	2768
774	9494	2756
775	9506	2744
776	9518	2731
777	9537	2721
778	9548	2708
779	9560	2696
780	9573	2684
781	9585	2672
782	9599	2660
783	9612	2648
784	9624	2635
785	9636	2623
786	9648	2611
787	9663	2599
788	9675	2587
789	9687	2575
790	9699	2562
791	9712	2550
792	9724	2538
793	9736	2526
794	9747	2513
795	9761	2501
796	9772	2489
797	9782	2476
798	9800	2465
799	9811	2452
800	9824	2440
801	9836	2428
802	9849	2416
803	9860	2403
804	9874	2391
805	9885	2379
806	9900	2367
807	9912	2355
808	9924	2343
809	9937	2330
810	9949	2318
811	9961	2306
812	9972	2293
813	9983	2281
814	9994	2268
815	10005	2256
816	10018	2244
817	10034	2232
818	10049	2221
819	10061	2208
820	10072	2196
821	10085	2184
822	10099	2171
823	10111	2159
824	10124	2147
825	10137	2135
826	10148	2122
827	10159	2110
828	10169	2097
829	10180	2085
830	10192	2072
831	10202	2060
832	10214	2047
833	10224	2035
834	10236	2022
835	10248	2010
836	10261	1998
837	10277	1986
838	10290	1974
839	10302	1962
840	10315	1950
841	10328	1938
842	10340	1925
843	10353	1913
844	10367	1901
845	10378	1889
846	10390	1876
847	10402	1864
848	10412	1852
849	10423	1839
850	10434	1826
851	10445	1814
852	10455	1801
853	10467	1789
854	10479	1777
855	10489	1764
856	10501	1752
857	10511	1739
858	10527	1728
859	10539	1715
860	10550	1703
861	10559	1690
862	10569	1677
863	10580	1665
864	10590	1652
865	10602	1640
866	10613	1628
867	10623	1615
868	10634	1603
869	10644	1590
870	10654	1577
871	10665	1565
872	10675	1553
873	10684	1540
874	10695	1527
875	10706	1515
876	10716	1503
877	10727	1490
878	10738	1478
879	10749	1465
880	10760	1453
881	10776	1441
882	10787	1429
883	10799	1417
884	10810	1404
885	10820	1392
886	10830	1379
887	10840	1367
888	10850	1354
889	10860	1342
890	10872	1330
891	10881	1317
892	10893	1305
893	10906	1293
894	10916	1280
895	10927	1268
896	10937	1255
897	10947	1243
898	10957	1231
899	10968	1218
900	10979	1206
901	10991	1194
902	11002	1181
903	11014	1169
904	11029	1157
905	11041	1145
906	11051	1133
907	11061	1120
908	11072	1108
909	11083	1096
910	11094	1083
911	11105	1071
912	11117	1059
913	11127	1047
914	11138	1034
915	11148	1022
916	11159	1010
917	11169	997
918	11180	985
919	11190	973
920	11201	960
921	11211	948
922	11223	936
923	11234	924
924	11246	911
925	11257	899
926	11267	887
927	11277	874
928	11294	863
929	11304	850
930	11314	838
931	11326	826
932	11335	814
933	11347	801
934	11357	789
935	11367	777
936	11378	765
937	11387	752
938	11398	740
939	11410	728
940	11422	716
941	11432	703
942	11443	691
943	11453	679
944	11463	667
945	11473	654
946	11484	642
947	11494	630
948	11504	618
949	11514	606
950	11529	594
951	11540	581
952	11551	569
953	11560	557
954	11572	545
955	11581	533
956	11592	520
957	11602	508
958	11613	496
959	11623	484
960	11635	472
961	11644	459
962	11655	447
963	11665	435
964	11675	423
965	11686	411
966	11695	399
967	11705	386
968	11716	374
969	11726	362
970	11738	350
971	11749	338
972	11761	326
973	11772	314
974	11791	302
975	11802	290
976	11813	278
977	11824	265
978	11835	253
979	11846	241
980	11856	229
981	11867	217
982	11879	205
983	11889	193
984	11900	181
985	11911	169
986	11921	157
987	11933	144
988	11944	132
989	11955	120
990	11966	108
991	11978	96
992	11989	84
993	12001	72
994	12012	60
995	12022	48
996	12041	36
997	12053	24
998	12065	12
999	12077	0
