iter	RMSE
165	571.4855403
166	571.3254976
167	571.127695
168	570.9733259
169	570.8380326
170	570.7813481
171	570.6347795
172	570.4991831
173	570.3530766
174	570.24918
175	570.1527645
176	570.0210591
177	569.9305693
178	569.8835624
179	569.8151503
180	569.6569823
181	569.5712043
182	569.4810673
183	569.4393028
184	569.3365885
185	569.2350842
186	569.0898197
187	568.9123388
188	568.8059516
189	568.6809952
190	568.5898985
191	568.3884336
192	568.2686222
193	568.1892782
194	568.1187782
195	568.0537299
196	567.9413127
197	567.8437261
198	567.6784487
199	567.6053787
200	567.4847632
201	567.4136695
202	567.2557676
203	567.1664694
204	567.0270993
205	566.9329123
206	566.892838
207	566.7785811
208	566.64113
209	566.5725647
210	566.493321
211	566.2999423
212	566.2190815
213	566.1743274
214	566.0603856
215	566.0058532
216	565.9359945
217	565.8313799
218	565.768857
219	565.6848935
220	565.591855
221	565.5715387
222	565.5039247
223	565.4081473
224	565.3206302
225	565.202829
226	565.1651283
227	565.0526602
228	564.9642527
229	564.8915608
230	564.8326998
231	564.7486881
232	564.7030065
233	564.5855816
234	564.4507311
235	564.3567712
236	564.2661565
237	564.1961965
238	564.1061776
239	564.0281315
240	563.9609031
241	563.8586067
242	563.7670221
243	563.6681782
244	563.6259693
245	563.5435753
246	563.4185097
247	563.3421452
248	563.2407763
249	563.1685645
250	563.0850884
251	563.0289483
252	562.9654559
253	562.9142692
254	562.8232424
255	562.7138747
256	562.6529807
257	562.5970555
258	562.5473559
259	562.4487098
260	562.4010287
261	562.2968347
262	562.2479276
263	562.2006856
264	562.0752805
265	562.0382547
266	561.9868279
267	561.8801962
268	561.8530044
269	561.8065872
270	561.67685
271	561.6403294
272	561.5665117
273	561.3717488
274	561.2707305
275	561.1769163
276	561.0246459
277	560.9625962
278	560.8310684
279	560.7374152
280	560.7019463
281	560.6093045
282	560.4795594
283	560.3454398
284	560.2503764
285	560.1866398
286	560.1136074
287	560.0944151
288	560.0480613
289	559.9864419
290	559.9374809
291	559.882478
292	559.8411409
293	559.781349
294	559.6950182
295	559.6504113
296	559.5889889
297	559.4735321
298	559.3797403
299	559.326186
300	559.2534506
301	559.1918865
302	559.0575151
303	559.010369
304	558.9748506
305	558.8852371
306	558.8466336
307	558.7890937
308	558.749133
309	558.6582401
310	558.5809867
311	558.5437925
312	558.4640188
313	558.3907884
314	558.3213798
315	558.2808098
316	558.2431546
317	558.1599344
318	558.125368
319	558.0382243
320	557.9724801
321	557.925808
322	557.9109272
323	557.816852
324	557.692388
325	557.6692814
326	557.4926653
327	557.4096429
328	557.3944262
329	557.3402147
330	557.1743385
331	557.067917
332	557.0143929
333	556.9334032
334	556.8579171
335	556.8089082
336	556.7817987
337	556.7363716
338	556.6746309
339	556.565247
340	556.4393356
341	556.384009
342	556.3158331
343	556.2511984
344	556.1853745
345	556.1431352
346	556.0997365
347	556.0554844
348	555.9729457
349	555.891291
350	555.8349853
351	555.7747546
352	555.7163035
353	555.6532969
354	555.5602294
355	555.5478965
356	555.5136084
357	555.4467367
358	555.3961172
359	555.3204524
360	555.2754048
361	555.1456016
362	555.0784223
363	555.0424931
364	554.9833905
365	554.923566
366	554.8574908
367	554.8393126
368	554.7631473
369	554.7029422
370	554.5943003
371	554.5105121
372	554.4462047
373	554.3561491
374	554.2661713
375	554.2254626
376	554.1315048
377	554.0513233
378	553.9304175
379	553.8788481
380	553.8159901
381	553.7474901
382	553.714836
383	553.6598903
384	553.5781467
385	553.4772172
386	553.4414255
387	553.3601064
388	553.314843
389	553.2714732
390	553.1941618
391	553.1336013
392	553.1164977
393	553.0337968
394	553.0087891
395	552.99396
396	552.9219225
397	552.8421617
398	552.770823
399	552.7168776
400	552.6544707
401	552.6321496
402	552.5519466
403	552.541425
404	552.5213953
405	552.4674908
406	552.4218153
407	552.3623848
408	552.2828937
409	552.2542496
410	552.1725912
411	552.1322708
412	552.0938934
413	552.0314698
414	551.9596667
415	551.9208731
416	551.8581088
417	551.7634121
418	551.7399385
419	551.6837429
420	551.635466
421	551.5112839
422	551.4756512
423	551.4011073
424	551.2870503
425	551.2699789
426	551.2177139
427	551.1576894
428	551.0621808
429	550.9898604
430	550.9693413
431	550.9479976
432	550.9145708
433	550.8971887
434	550.8313771
435	550.7290282
436	550.7010414
437	550.6702104
438	550.638369
439	550.5867782
440	550.5565462
441	550.4834392
442	550.4221625
443	550.3511364
444	550.3322599
445	550.3110642
446	550.2406059
447	550.1935662
448	550.0750576
449	550.0169473
450	549.9630723
451	549.8825231
452	549.8235794
453	549.7240097
454	549.640057
455	549.6205733
456	549.5166465
457	549.4422994
458	549.3769876
459	549.342423
460	549.2730749
461	549.2438559
462	549.2020713
463	549.1324336
464	549.0376135
465	548.9737486
466	548.9383596
467	548.8447002
468	548.7893459
469	548.7414047
470	548.7099276
471	548.5832982
472	548.5716733
473	548.4959962
474	548.4518545
475	548.4205706
476	548.3850552
477	548.2849733
478	548.2457363
479	548.2437493
480	548.2031783
481	548.1377004
482	548.0835255
483	548.0325242
484	547.932693
485	547.915482
486	547.8326453
487	547.7668818
488	547.6537877
489	547.5472326
490	547.5238533
491	547.4803497
492	547.4457108
493	547.3758229
494	547.3610083
495	547.3302493
496	547.2786912
497	547.2622313
498	547.2552589
499	547.1984141
500	547.1970564
501	547.1345014
502	547.0789535
503	547.0457157
504	547.0377197
505	547.0248959
506	546.9792909
507	546.9699215
508	546.9266429
509	546.8869037
510	546.8380125
511	546.7980339
512	546.7648699
513	546.7182242
514	546.6655166
515	546.6319703
516	546.5686782
517	546.5208985
518	546.4691949
519	546.4511492
520	546.350735
521	546.329158
522	546.3029317
523	546.2578346
524	546.1644403
525	546.0952269
526	546.0199389
527	545.9843851
528	545.9293541
529	545.9085505
530	545.8433584
531	545.7634718
532	545.7097832
533	545.6460393
534	545.595667
535	545.5218365
536	545.4616943
537	545.4275276
538	545.391823
539	545.3724565
540	545.3248963
541	545.3036514
542	545.2595436
543	545.2106723
544	545.186432
545	545.100117
546	545.0308628
547	544.9632051
548	544.8686722
549	544.7971969
550	544.7368959
551	544.6955868
552	544.6343712
553	544.6003877
554	544.5595009
555	544.5276027
556	544.4897778
557	544.4682475
558	544.4385302
559	544.4137796
560	544.3644885
561	544.3073039
562	544.2958898
563	544.1907246
564	544.1555048
565	544.078161
566	544.0488376
567	543.9748433
568	543.9361964
569	543.9082999
570	543.8512255
571	543.7913526
572	543.7546931
573	543.7158846
574	543.650301
575	543.6427478
576	543.575771
577	543.5313933
578	543.5012636
579	543.4967155
580	543.4680523
581	543.4192341
582	543.3843155
583	543.3053612
584	543.2666312
585	543.2268427
586	543.1724102
587	543.1296542
588	543.0974709
589	543.0055609
590	542.986693
591	542.9601179
592	542.9286812
593	542.8717543
594	542.8143353
595	542.7914533
596	542.7567054
597	542.7129077
598	542.6702376
599	542.5976739
600	542.5660467
601	542.5009618
602	542.4669607
603	542.4046094
604	542.3610699
605	542.3452132
606	542.3057129
607	542.2675037
608	542.2132255
609	542.18483
610	542.1543519
611	542.0944113
612	542.0468961
613	541.9840837
614	541.9377423
615	541.8876832
616	541.8691003
617	541.8574679
618	541.8229518
619	541.752076
620	541.6844985
621	541.6192285
622	541.5577084
623	541.5277622
624	541.4878037
625	541.439203
626	541.4242576
627	541.3731341
628	541.3492804
629	541.297896
630	541.2314439
631	541.1828503
632	541.1098409
633	541.0551321
634	540.9768726
635	540.9480467
636	540.8880489
637	540.8662258
638	540.8496435
639	540.8041125
640	540.7708731
641	540.7185305
642	540.6514227
643	540.6232168
644	540.589396
645	540.5073989
646	540.3938675
647	540.3127529
648	540.2689827
649	540.2355125
650	540.1794519
651	540.1290656
652	540.0632387
653	539.9760921
654	539.9423802
655	539.8718695
656	539.8437151
657	539.7944074
658	539.7497246
659	539.7281298
660	539.6728768
661	539.6403503
662	539.608853
663	539.5741465
664	539.528262
665	539.4999177
666	539.4865989
667	539.4497196
668	539.4050151
669	539.3362073
670	539.3202347
671	539.3045681
672	539.2193809
673	539.1692444
674	539.1309001
675	539.0492987
676	538.9933967
677	538.9707601
678	538.9541835
679	538.9173246
680	538.864176
681	538.8204331
682	538.7800469
683	538.7307923
684	538.6901853
685	538.6443602
686	538.6211283
687	538.5540322
688	538.5060635
689	538.4312267
690	538.3780893
691	538.3382589
692	538.3001781
693	538.2617917
694	538.1991873
695	538.1745161
696	538.1573772
697	538.1528672
698	538.110298
699	538.0705701
700	538.0110974
701	537.9667931
702	537.9483938
703	537.9088801
704	537.8545598
705	537.7972105
706	537.7236569
707	537.6794876
708	537.6338879
709	537.5840585
710	537.56216
711	537.5134602
712	537.4919894
713	537.4196578
714	537.373126
715	537.3163833
716	537.2823008
717	537.2498802
718	537.1789134
719	537.1444218
720	537.1105114
721	537.0659031
722	536.993577
723	536.9595591
724	536.9042916
725	536.8776303
726	536.838653
727	536.7904833
728	536.7533743
729	536.7017685
730	536.6689733
731	536.6402381
732	536.5338049
733	536.5069236
734	536.4476754
735	536.4354789
736	536.4014019
737	536.373987
738	536.3575325
739	536.3362335
740	536.2693044
741	536.1875643
742	536.0878055
743	536.0445866
744	536.0133201
745	535.9362611
746	535.8882483
747	535.8317101
748	535.7874642
749	535.7303224
750	535.6935669
751	535.6571661
752	535.5807477
753	535.5336002
754	535.5083394
755	535.4880189
756	535.4525155
757	535.4406822
758	535.4051829
759	535.3751425
760	535.3397047
761	535.2383708
762	535.2140219
763	535.175772
764	535.1189432
765	535.0358669
766	535.0068276
767	534.9740971
768	534.9557406
769	534.9251322
770	534.8576981
771	534.8204266
772	534.7889556
773	534.7541106
774	534.7018553
775	534.6783246
776	534.6480734
777	534.6141915
778	534.5917963
779	534.5340071
780	534.5028797
781	534.4849878
782	534.4567956
783	534.4237183
784	534.3520444
785	534.2868607
786	534.2693309
787	534.2391827
788	534.2136531
789	534.1932984
790	534.1703541
791	534.1245797
792	534.0715638
793	534.0372694
794	534.012235
795	533.9187938
796	533.8804348
797	533.8636676
798	533.8576252
799	533.829354
800	533.7695987
801	533.7669259
802	533.7073372
803	533.6954559
804	533.6645138
805	533.6467395
806	533.6204143
807	533.5691793
808	533.5622186
809	533.5330543
810	533.5062873
811	533.4527637
812	533.4140962
813	533.4116043
814	533.3859501
815	533.3529379
816	533.3017161
817	533.2871613
818	533.1438484
819	533.1074997
820	533.0898971
821	533.0247774
822	532.9920665
823	532.9454011
824	532.9263675
825	532.9013329
826	532.8704799
827	532.8321439
828	532.7826282
829	532.7344327
830	532.7184664
831	532.696572
832	532.6635101
833	532.6627272
834	532.6099806
835	532.5784789
836	532.5359098
837	532.4336307
838	532.3916892
839	532.3500427
840	532.337742
841	532.3123927
842	532.2951263
843	532.2850666
844	532.2539835
845	532.2132315
846	532.2071984
847	532.1605381
848	532.1392975
849	532.1063738
850	532.0835426
851	532.0436652
852	532.0261422
853	531.9595314
854	531.9347987
855	531.9205086
856	531.8281624
857	531.8170565
858	531.7436051
859	531.6912377
860	531.6509941
861	531.5808441
862	531.5741392
863	531.5365081
864	531.4931076
865	531.4557533
866	531.4052044
867	531.3189305
868	531.2827635
869	531.2429924
870	531.2362411
871	531.2089347
872	531.1695485
873	531.1390473
874	531.122202
875	531.0885438
876	531.0157817
877	530.9417986
878	530.853479
879	530.814296
880	530.8012656
881	530.7674567
882	530.7608445
883	530.662367
884	530.63194
885	530.5805101
886	530.5627972
887	530.5313163
888	530.5062939
889	530.4728869
890	530.4463943
891	530.4175209
892	530.3595451
893	530.3423652
894	530.2994126
895	530.2224423
896	530.1609094
897	530.1282474
898	530.0877094
899	530.0575813
900	529.9778556
901	529.948895
902	529.9185891
903	529.8973703
904	529.8849562
905	529.8317257
906	529.7856796
907	529.7807511
908	529.7493571
909	529.6990453
910	529.6835596
911	529.6034512
912	529.5882342
913	529.5722148
914	529.5471746
915	529.5194058
916	529.4747716
917	529.4483913
918	529.3765359
919	529.3449572
920	529.3182076
921	529.2990302
922	529.2633294
923	529.2116243
924	529.1926538
925	529.18396
926	529.1796728
927	529.1724613
928	529.1177524
929	529.0642512
930	529.037377
931	529.0263283
932	528.9929259
933	528.9526307
934	528.932239
935	528.9281731
936	528.8968787
937	528.8828149
938	528.8503819
939	528.8103068
940	528.78414
941	528.7607529
942	528.7329003
943	528.6800302
944	528.6633659
945	528.660818
946	528.5923113
947	528.5665506
948	528.5425122
949	528.5291635
950	528.5094052
951	528.4891273
952	528.3928733
953	528.3695963
954	528.3308311
955	528.2891081
956	528.2653571
957	528.2502265
958	528.2141666
959	528.1939353
960	528.1347262
961	528.1073382
962	528.0648981
963	528.0486566
964	528.0160848
965	527.9684786
966	527.9460675
967	527.9180837
968	527.9044379
969	527.8636888
970	527.8395364
971	527.7491335
972	527.6993861
973	527.6945334
974	527.6650228
975	527.6349314
976	527.5954776
977	527.575258
978	527.5595098
979	527.5465376
980	527.5234948
981	527.4841157
982	527.4656694
983	527.4291445
984	527.3925659
985	527.3433139
986	527.3306556
987	527.2962967
988	527.2403321
989	527.1951281
990	527.1241945
991	527.0326543
992	527.014693
993	526.9841947
994	526.9692991
995	526.9563992
996	526.8896982
997	526.8634996
998	526.8171616
999	526.7976812
